/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
40
/*The Depot*/
0.3213439489505868 0.17679076071172983 depot
/*The Locations (x_coor y_coor name)*/
6.0 41.0 loc1
81.0 7.0 loc2
12.0 78.0 loc3
3.0 72.0 loc4
82.0 9.0 loc5
2.0 49.0 loc6
97.0 60.0 loc7
8.0 52.0 loc8
58.0 62.0 loc9
98.0 71.0 loc10
64.0 8.0 loc11
96.0 100.0 loc12
76.0 26.0 loc13
49.0 99.0 loc14
65.0 54.0 loc15
72.0 22.0 loc16
70.0 61.0 loc17
93.0 51.0 loc18
64.0 82.0 loc19
91.0 38.0 loc20
70.0 73.0 loc21
16.0 22.0 loc22
35.0 95.0 loc23
65.0 52.0 loc24
45.0 17.0 loc25
75.0 73.0 loc26
86.0 71.0 loc27
13.0 51.0 loc28
89.0 88.0 loc29
98.0 95.0 loc30
66.0 52.0 loc31
94.0 41.0 loc32
38.0 81.0 loc33
81.0 76.0 loc34
90.0 56.0 loc35
69.0 28.0 loc36
68.0 38.0 loc37
86.0 41.0 loc38
30.0 36.0 loc39
